gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,is_new_customer,is_long_term,tenure_bins,avg_monthly_spend,charge_per_tenure,price_increase,high_monthly_charge,total_services,has_internet,has_phone,has_tech_support,has_online_security,is_month_to_month,has_auto_payment,is_paperless,is_senior,has_family,is_single_no_deps,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12,tenure_group_12-24,tenure_group_24-48,tenure_group_48+
0,0,1,0,1.0436161483629645,1,1,-0.1615829189350795,0.5406104143232504,0,0,1,6,0.013659881520749265,-0.5452294042407527,1,0,2,1,1,1,0,0,1,1,0,1,0,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.6771328748826912,1,0,-0.17155370093607614,0.3046657894484568,0,0,1,5,0.013578953704278604,-0.5249646154152972,1,0,3,1,1,1,1,1,1,0,0,1,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,0,0,-0.0965540357978854,1,1,-0.31446824295036285,-0.33050525848019063,0,0,1,3,-0.3144983017199437,-0.45710363821743655,1,0,2,1,1,0,1,1,1,1,0,0,1,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,1,1,0.5956921474426305,1,1,1.1495749141959914,1.0894640242250588,1,0,1,5,1.30650773246281,-0.4243213949792659,1,1,3,1,1,0,0,1,0,1,0,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-1.2774445836787656,0,0,-1.1486903370337564,-0.9924561095687108,1,1,0,0,-1.4353914734004558,1.0696573922641903,1,0,1,1,0,0,0,1,0,0,0,1,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0,1,0,1.6137012404433893,1,1,0.8471278601657574,1.8043127072554035,0,0,1,7,0.9242705610327733,-0.5198852410010096,1,1,6,1,1,1,1,0,1,1,0,1,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0,0,0,1,-0.62591876415828,1,1,-0.0020504069191315333,-0.5235227853738373,1,0,0,1,0.056805986413261574,-0.24951230139901656,1,0,2,1,1,0,0,1,0,1,0,1,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
0,1,1,0,1.5729808767233588,1,1,1.0498670941860242,1.9796829174044883,0,0,1,7,1.144454052709663,-0.5082026885737968,1,1,4,1,1,1,1,0,1,1,1,1,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,1,1,0,-1.2367242199587352,1,1,1.0216165451832002,-0.9256389565446128,0,1,0,0,0.050991994118845786,2.9882180476546196,1,1,3,1,1,0,0,1,1,1,1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
0,0,1,1,-0.21871512695797646,1,0,0.046141706085686136,-0.1788045119147496,0,0,1,2,0.26012051828930827,-0.39076091538733915,0,0,4,1,1,1,1,0,0,0,0,1,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,-1.2774445836787656,1,0,-1.481049737066981,-0.9968679387548512,0,1,0,0,-1.598910006680907,0.49638229603199036,1,0,0,0,1,0,0,1,1,0,0,0,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
0,1,0,0,-1.2774445836787656,1,0,-0.6484894399837535,-0.9858163066435692,0,1,0,0,-1.1892960808133768,1.9324364120936515,1,0,0,1,1,0,0,1,1,0,1,0,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0,1,1,1.6137012404433893,1,0,1.1678546811978192,2.193546337202649,0,0,1,7,1.319515015790795,-0.5047287898266515,1,1,4,1,1,1,1,0,1,0,0,1,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True
0,0,0,0,-1.1145631287986442,1,1,0.16412929309748078,-0.8659689668020626,1,1,0,0,-0.20191667068825234,0.6702757418890911,1,0,0,1,1,0,0,1,0,1,0,0,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0,0,0,0.5549717837226001,1,1,0.33363258711442517,0.5596695164073775,0,0,1,5,0.5397732439182198,-0.4791611549605918,0,1,1,1,1,0,0,1,1,1,0,0,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,0,0,0.06632741908223598,1,1,1.3822264942192488,0.5600886401800608,1,0,1,3,1.3871720089248183,-0.3132459327325139,1,1,4,1,1,0,0,1,0,1,0,0,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
0,0,0,0,-0.8702409464784621,1,1,1.099721004191008,-0.5180962354748845,1,1,0,1,1.0833390008960946,0.27328273774829254,1,1,3,1,1,0,0,1,1,1,0,0,1,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
0,0,1,1,-0.9109613101984924,1,0,-0.5055748979694671,-0.7959091193261516,0,1,0,1,-0.5149307842435887,-0.14516465256968084,1,0,1,1,1,0,0,0,0,0,0,1,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0,1,1,1.5322605130033284,1,1,0.14751132309581955,1.1438177597983101,0,0,1,7,0.3150629099771068,-0.5498851260774249,1,0,3,1,1,0,1,0,1,1,0,1,0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-0.62591876415828,1,0,-1.462769970065154,-0.8212550780005288,0,0,0,1,-1.1693104823013216,-0.5294616400590743,0,0,0,0,1,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,1.247217966963116,1,1,0.5014740841312035,1.1390088659854167,0,0,1,6,0.5549612236433612,-0.5185833470003625,1,1,5,1,1,1,1,0,1,1,0,0,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0,1,0,-0.7888002190384014,1,1,0.3801629031190768,-0.5727808582370959,0,0,0,1,0.3634291916368506,-0.03758250788714449,1,1,4,1,1,1,1,1,0,1,0,1,0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0,0,0,0.6771328748826912,1,1,0.6560212051466532,0.7177894744386527,0,0,1,5,0.6260539719595365,-0.46786641583057015,1,1,1,1,1,0,0,1,0,1,0,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,-1.2367242199587352,1,0,-0.5155456799704636,-0.9629850906052922,0,1,0,0,-0.8717975953605006,1.2206198342720032,1,0,1,1,1,0,0,1,0,0,0,0,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0,0,0,-1.2367242199587352,1,1,0.5280628361338618,-0.9421833159926397,1,1,0,0,-0.3578043390822822,2.420675702384742,1,1,1,1,1,0,0,1,0,1,0,0,1,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0,0,0,0.7992939660427822,1,1,0.4981504901308714,0.8550414804194837,0,0,1,5,0.673380554848382,-0.48911004392491053,1,1,4,1,1,1,1,0,1,1,0,0,1,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0,0,1,1,1.4915401492832983,1,1,-0.020330173920958795,0.8710564203651738,0,0,1,7,0.05828024874506023,-0.5565602628619233,1,0,3,1,1,1,1,0,1,1,0,1,0,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
0,1,0,0,0.43281069256250915,1,1,0.8471278601657574,0.6878110951188281,0,0,1,4,0.9239951453213638,-0.42646031910725346,1,1,2,1,1,0,0,1,0,1,1,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0,0,0,-0.7073594915983407,1,1,1.141265929195161,-0.37647651859977455,1,0,0,1,0.9863180044830268,0.04851112710058406,1,1,4,1,1,0,1,1,1,1,0,0,1,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
0,1,1,0,-0.30015585439803716,1,1,0.1574821050968162,-0.23254059140194083,0,0,1,2,0.2753268434309111,-0.35515171229445447,1,0,3,1,1,1,1,1,1,1,1,1,0,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1,1,0,-0.9924020376385531,1,1,0.5280628361338618,-0.7263786913525774,1,1,0,0,0.37203338112613127,0.36580296855687827,1,1,1,1,1,0,0,1,1,1,1,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0,1,1,1,1.125056875803025,1,1,0.33529438411459117,0.9602856656548654,0,0,1,6,0.45994916522156104,-0.5209460509702334,1,1,5,1,1,1,1,0,1,1,1,1,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
0,1,0,0,-0.5851984004382496,1,1,1.0199547481830342,-0.2325847096938023,1,0,0,1,1.0873552455731579,-0.08564278851112218,1,1,2,1,1,0,0,1,0,1,1,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
0,0,1,1,1.247217966963116,1,1,1.1595456961969886,1.778613802246135,0,0,1,6,1.2957768287162803,-0.4831119504209952,1,1,3,1,1,0,1,0,1,1,0,1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
0,1,1,1,1.369379058123207,1,1,1.4520219682262263,2.1161849124236753,0,0,1,7,1.5248553112541365,-0.4760462813827788,1,1,5,1,1,1,0,0,0,1,1,1,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,1,1,0.06632741908223598,1,0,-1.3231790220511994,-0.6112299495943104,0,0,1,3,-1.0935910192633758,-0.5799007489228057,0,0,0,0,1,0,0,0,1,0,0,1,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.6137012404433893,1,1,1.42044782522307,2.459138454208307,0,0,1,7,1.5892085967081422,-0.49279210289140574,0,1,4,1,1,1,0,0,1,1,0,0,1,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.5956921474426305,1,1,1.1877962451998125,1.0709122824973383,0,0,1,5,1.2778579227776314,-0.42157445180981995,1,1,3,1,1,0,0,1,0,1,0,1,0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
0,0,0,0,1.125056875803025,1,1,0.8354952811645946,1.3989759007787455,0,0,1,6,0.993046390032763,-0.4926582142545134,1,1,2,1,1,0,0,1,1,1,0,0,1,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,1,0,1.6137012404433893,0,0,-0.7531826509942192,0.3010039712239601,0,0,1,7,-0.6022533464370172,-0.5955104352025999,1,0,3,1,0,0,1,0,1,0,0,1,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
0,0,1,1,-0.5851984004382496,1,1,-0.34438058895335305,-0.5835236623053481,0,0,0,1,-0.28181125229984116,-0.3333579748304044,1,0,2,1,1,1,0,0,1,1,0,1,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,0,0,-0.9516816739185228,1,0,0.9850570111795457,-0.6275757767289609,1,1,0,0,0.8743078091859173,0.4207099833293401,1,1,2,1,1,0,0,1,0,0,0,0,1,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
0,0,0,0,-1.1960038562387048,1,1,0.3502505571160864,-0.8980870832771656,0,1,0,0,0.06652625478048846,1.4967473389571795,1,1,4,1,1,1,0,1,0,1,0,0,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
0,0,1,0,0.5956921474426305,1,1,0.46989994112804756,0.6046922332519411,0,0,1,5,0.5578653809271442,-0.47316921047071797,1,1,1,1,1,0,0,0,0,1,0,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,-0.055833672077855064,1,0,0.47987072312904416,0.09594215065214973,0,0,1,3,0.6228980642672235,-0.3778622257221147,1,1,5,1,1,1,0,0,0,0,0,0,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,0,1,1,0.7178532386027215,1,0,-1.4827115340671475,-0.5950826547730361,0,0,1,5,-1.3322786100612536,-0.6163334250665484,1,0,0,0,1,0,0,0,1,0,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0,0,0,0,-0.9109613101984924,1,1,0.5014740841312035,-0.614296170878678,0,1,0,1,0.7089311107545522,0.17065780953642215,0,1,2,1,1,0,1,1,0,1,0,0,1,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0,0,0,-1.2774445836787656,1,0,-0.5221928679711283,-0.9841398115528358,0,1,0,0,-1.1271590381668053,2.1502809486618872,1,0,1,1,1,1,0,1,0,0,0,0,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0,1,1,0.7992939660427822,1,1,-1.4744025490663168,-0.5246036835244418,0,0,1,5,-1.2562306955212899,-0.6175020324584239,0,0,0,0,1,0,0,0,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0,1,1,1,1.2879383306831464,1,1,1.5567151792366918,2.1261777055302837,0,0,1,7,1.6425304568861914,-0.4647795499277813,1,1,5,1,1,1,1,0,1,1,1,1,0,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True
0,0,1,1,1.2064976032430856,1,1,-1.3464441800535252,-0.3772706478532799,0,0,1,6,-1.189698388315892,-0.6175003155518763,1,0,0,0,1,0,0,0,1,1,0,1,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0,0,0,1,-1.1960038562387048,1,1,-0.00869759491979612,-0.9275139839487225,0,1,0,0,-0.4788080537098162,1.1871787869917914,1,0,3,1,1,1,1,1,1,1,0,1,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1,0,0,0.9621754209229036,1,0,1.5201556452330371,1.702862695120103,0,0,1,6,1.593316012497249,-0.43936358034421824,1,1,5,1,1,0,1,0,0,0,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,0,0,0.5549717837226001,1,0,-0.3028356639492,0.18049485700453238,0,0,1,5,-0.058252302583413414,-0.5258769766322796,0,0,1,1,1,0,0,0,1,0,0,0,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
0,0,1,1,-0.9924020376385531,1,0,-0.33607160395252245,-0.7930193712092296,0,1,0,0,-0.17684382891858297,0.034577357400495876,1,0,2,1,1,0,1,1,0,0,0,1,0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
